Team ID,Team Name,League,Player ID,Player Name,Position,Position Rank,Height,Weight,overall_rating,potential_rating,stat
213,Angers SCO,French Ligue 1,18,Yahia Fofana,Goalkeeper,#30,76.8,196,69,78,996
213,Angers SCO,French Ligue 1,19,A. Bobichon,Center Attacking Midfielder,#21,61.2,165,69,70,"1,884"
213,Angers SCO,French Ligue 1,20,Abdoulaye Bamba,Right Back,#25,72,159,69,69,"1,753"
213,Angers SCO,French Ligue 1,21,Ousmane Camara,Center Back,#32,79.2,198,67,79,"1,593"
213,Angers SCO,French Ligue 1,22,H. Šabanović,Right Back,#4,72,165,67,74,"1,608"
213,Angers SCO,French Ligue 1,23,Ilyes Chetti,Left Back,#31,70.8,154,67,67,"1,602"
213,Angers SCO,French Ligue 1,24,Marin Jakoliš,Striker,#44,72,163,66,69,"1,724"
213,Angers SCO,French Ligue 1,25,J. Bahoya,Center Attacking Midfielder,#24,61.32,165,65,81,"1,630"
213,Angers SCO,French Ligue 1,26,Waniss Taïbi,Center Midfielder,#26,72,154,65,75,"1,673"
213,Angers SCO,French Ligue 1,27,Amine Salama,Striker,#11,76.8,172,65,74,"1,491"
213,Angers SCO,French Ligue 1,28,Z. Ould Khaled,Center Defensive Midfielder,#12,78,174,64,73,"1,602"
213,Angers SCO,French Ligue 1,29,Yassin Belkhdim,Center Defensive Midfielder,#14,70.8,154,60,70,"1,606"
213,Angers SCO,French Ligue 1,30,U. Eneme-Ella,Center Attacking Midfielder,#20,72,165,59,69,"1,515"
213,Angers SCO,French Ligue 1,31,Jason Mbock,Center Attacking Midfielder,#29,70.8,148,57,66,"1,465"
214,Blackburn Rovers,English League Championship,1,B. Brereton Díaz,Striker,#22,74.4,165,74,81,"1,892"
214,Blackburn Rovers,English League Championship,2,Lewis Travis,Center Defensive Midfielder,#27,72,139,73,79,"1,895"
214,Blackburn Rovers,English League Championship,3,Thomas Kaminski,Goalkeeper,#1,74.4,154,73,74,"1,231"
214,Blackburn Rovers,English League Championship,4,Dominic Hyam,Center Back,#5,74.4,154,72,74,"1,610"
214,Blackburn Rovers,English League Championship,5,John Buckley,Center Attacking Midfielder,#21,69.6,139,71,78,"1,891"
214,Blackburn Rovers,English League Championship,6,Daniel Ayala,Center Back,#4,75.6,185,71,71,"1,598"
214,Blackburn Rovers,English League Championship,7,Bradley Dack,Center Attacking Midfielder,#23,69.6,157,71,71,"1,923"
214,Blackburn Rovers,English League Championship,8,Tyrhys Dolan,Right Midfielder,#10,66,139,70,81,"1,730"
214,Blackburn Rovers,English League Championship,9,Harry Pickering,Left Wing Back,#3,72,172,70,76,"1,818"
214,Blackburn Rovers,English League Championship,10,Scott Wharton,Center Back,#16,72,172,70,75,"1,610"
214,Blackburn Rovers,English League Championship,11,Callum Brittain,Right Wing Back,#2,61.32,150,70,75,"1,775"
214,Blackburn Rovers,English League Championship,12,Sam Gallagher,Striker,#9,76.8,165,70,71,"1,802"
214,Blackburn Rovers,English League Championship,13,Ryan Hedges,Right Wing,#19,73.2,143,70,70,"1,719"
214,Blackburn Rovers,English League Championship,14,Tyler Morton,Center Midfielder,#6,61.2,157,68,79,"1,803"
214,Blackburn Rovers,English League Championship,15,Hayden Carter,Center Back,#17,74.4,148,68,77,"1,676"
214,Blackburn Rovers,English League Championship,16,Sammie Szmodics,Center Attacking Midfielder,#8,67.2,141,68,69,"1,846"
214,Blackburn Rovers,English League Championship,17,J. Rankin-Costello,Right Wing Back,#11,72,141,67,76,"1,746"
214,Blackburn Rovers,English League Championship,18,George Hirst,Striker,#14,75.6,179,67,73,"1,627"
214,Blackburn Rovers,English League Championship,19,Tayo Edun,Left Wing Back,#7,69.6,165,67,72,"1,775"
214,Blackburn Rovers,English League Championship,20,Aynsley Pears,Goalkeeper,#13,73.2,170,66,72,936
214,Blackburn Rovers,English League Championship,21,Clinton Mola,Center Defensive Midfielder,#15,72,176,65,74,"1,663"
214,Blackburn Rovers,English League Championship,22,Jake Garrett,Center Defensive Midfielder,#30,61.2,143,63,78,"1,601"
214,Blackburn Rovers,English League Championship,23,Dilan Markanday,Right Midfielder,#18,70.8,154,62,77,"1,482"
214,Blackburn Rovers,English League Championship,24,Jack Vale,Striker,#29,72,154,61,72,"1,517"
214,Blackburn Rovers,English League Championship,25,Ashley Phillips,Center Back,#33,75.6,163,60,82,"1,408"
214,Blackburn Rovers,English League Championship,26,Adam Wharton,Center Midfielder,#36,70.8,135,59,79,"1,497"
214,Blackburn Rovers,English League Championship,27,Harry Leonard,Striker,#38,61.32,132,59,78,"1,431"
214,Blackburn Rovers,English League Championship,28,Sam Barnes,Center Back,#32,75.6,154,59,72,"1,412"
214,Blackburn Rovers,English League Championship,29,Jared Harlock,Center Attacking Midfielder,#37,70.8,150,58,75,"1,543"
214,Blackburn Rovers,English League Championship,30,Joe Hilton,Goalkeeper,#34,78,183,57,65,899
215,GD Chaves,Portuguese Primeira Liga,1,Paulo Vítor,Goalkeeper,#1,78,196,75,75,"1,054"
215,GD Chaves,Portuguese Primeira Liga,2,João Teixeira,Right Wing,#10,61.2,146,74,74,"1,901"
215,GD Chaves,Portuguese Primeira Liga,3,Nélson Monte,Center Back,#3,74.4,172,72,74,"1,707"
215,GD Chaves,Portuguese Primeira Liga,4,Juninho Vieira,Left Wing,#20,61.2,163,72,73,"1,730"
215,GD Chaves,Portuguese Primeira Liga,5,Bruno Langa,Left Back,#5,61.2,154,71,75,"1,740"
215,GD Chaves,Portuguese Primeira Liga,6,João Correia,Right Wing Back,#77,70.8,137,71,74,"1,778"
215,GD Chaves,Portuguese Primeira Liga,7,Steven Vitória,Center Back,#19,78,194,71,71,"1,608"
215,GD Chaves,Portuguese Primeira Liga,8,Guima,Center Attacking Midfielder,#21,61.32,165,70,71,"1,828"
215,GD Chaves,Portuguese Primeira Liga,9,Rodrigo Moura,Goalkeeper,#31,79.2,194,69,73,941
215,GD Chaves,Portuguese Primeira Liga,10,Žiga Frelih,Goalkeeper,#25,79.2,181,69,70,"1,020"
215,GD Chaves,Portuguese Primeira Liga,11,Carlos Ponck,Center Back,#26,72,185,69,70,"1,716"
215,GD Chaves,Portuguese Primeira Liga,12,João Mendes,Center Midfielder,#8,72,168,69,69,"1,748"
215,GD Chaves,Portuguese Primeira Liga,13,Euller,Left Back,#86,70.8,161,69,69,"1,921"
215,GD Chaves,Portuguese Primeira Liga,14,Sidy Sarr,Center Back,#14,78,165,68,72,"1,772"
215,GD Chaves,Portuguese Primeira Liga,15,Héctor,Striker,#23,61.32,161,68,69,"1,634"
215,GD Chaves,Portuguese Primeira Liga,16,Nwankwo Obiora,Center Defensive Midfielder,#40,73.2,179,68,68,"1,801"
215,GD Chaves,Portuguese Primeira Liga,17,Jonny Arriba,Center Attacking Midfielder,#28,70.8,161,67,75,"1,749"
215,GD Chaves,Portuguese Primeira Liga,18,Benny Sousa,Center Attacking Midfielder,#73,61.2,161,67,72,"1,670"
215,GD Chaves,Portuguese Primeira Liga,19,Luther Singh,Center Attacking Midfielder,#7,68.4,143,67,69,"1,678"
215,GD Chaves,Portuguese Primeira Liga,20,Patrick,Striker,#9,75.6,181,67,67,"1,555"
215,GD Chaves,Portuguese Primeira Liga,21,João Queirós,Center Back,#44,75.6,179,66,73,"1,441"
215,GD Chaves,Portuguese Primeira Liga,22,Habib Sylla,Right Back,#2,61.2,165,66,72,"1,646"
215,GD Chaves,Portuguese Primeira Liga,23,Sandro Cruz,Left Back,#12,61.32,172,65,76,"1,617"
215,GD Chaves,Portuguese Primeira Liga,24,Jô Batista,Striker,#95,76.8,185,65,65,"1,599"
215,GD Chaves,Portuguese Primeira Liga,25,Hélder Morim,Left Wing Back,#70,61.32,172,64,71,"1,747"
215,GD Chaves,Portuguese Primeira Liga,26,Guilherme,Center Back,#47,75.6,185,62,68,"1,389"
215,GD Chaves,Portuguese Primeira Liga,27,Gonçalo Pinto,Goalkeeper,#30,76.8,198,62,68,930
215,GD Chaves,Portuguese Primeira Liga,28,Emmanuel Pavlis,Center Attacking Midfielder,#99,70.8,159,61,75,"1,674"
215,GD Chaves,Portuguese Primeira Liga,29,Edu Borges,Center Back,#78,74.4,174,60,68,"1,386"
216,Philadelphia Union,USA Major League Soccer,1,Andre Blake,Goalkeeper,#18,74.4,174,78,78,"1,238"
216,Philadelphia Union,USA Major League Soccer,2,Kai Wagner,Left Back,#27,72,172,76,79,"1,948"
216,Philadelphia Union,USA Major League Soccer,3,Dániel Gazdag,Center Attacking Midfielder,#6,61.2,168,76,77,"1,916"
216,Philadelphia Union,USA Major League Soccer,4,Mikael Uhre,Striker,#7,74.4,190,74,74,"1,774"
216,Philadelphia Union,USA Major League Soccer,5,Jack Elliott,Center Back,#3,79.2,183,73,76,"1,484"
216,Philadelphia Union,USA Major League Soccer,6,J. Martínez,Center Defensive Midfielder,#8,70.8,152,73,74,"1,761"
216,Philadelphia Union,USA Major League Soccer,7,Jakob Glesnes,Center Back,#5,74.4,185,73,74,"1,764"
216,Philadelphia Union,USA Major League Soccer,8,A. Bedoya,Center Midfielder,#11,61.2,161,72,72,"1,957"
216,Philadelphia Union,USA Major League Soccer,9,J. Carranza,Striker,#9,70.8,165,71,77,"1,798"
216,Philadelphia Union,USA Major League Soccer,10,Leon Flach,Center Midfielder,#31,61.2,165,68,75,"1,791"
216,Philadelphia Union,USA Major League Soccer,11,Cory Burke,Striker,#19,75.6,181,68,68,"1,567"
216,Philadelphia Union,USA Major League Soccer,12,Olivier Mbaizo,Right Wing Back,#15,61.2,154,67,71,"1,685"
216,Philadelphia Union,USA Major League Soccer,13,Paxten Aaronson,Center Attacking Midfielder,#30,70.8,139,66,78,"1,636"
216,Philadelphia Union,USA Major League Soccer,14,Jack McGlynn,Center Midfielder,#16,61.32,161,66,76,"1,729"
216,Philadelphia Union,USA Major League Soccer,15,Nathan Harriel,Right Back,#26,61.32,174,66,75,"1,575"
216,Philadelphia Union,USA Major League Soccer,16,Matt Freese,Goalkeeper,#1,75.6,194,65,71,945
216,Philadelphia Union,USA Major League Soccer,17,Jesús Bueno,Center Defensive Midfielder,#20,61.2,163,65,71,"1,698"
216,Philadelphia Union,USA Major League Soccer,18,Matt Real,Left Back,#2,61.32,161,64,71,"1,596"
216,Philadelphia Union,USA Major League Soccer,19,Joe Bendik,Goalkeeper,#12,75.6,216,63,63,997
216,Philadelphia Union,USA Major League Soccer,20,Quinn Sullivan,Center Attacking Midfielder,#33,61.32,152,60,73,"1,607"
216,Philadelphia Union,USA Major League Soccer,21,Cole Turner,Center Back,#13,74.4,174,56,65,"1,482"
216,Philadelphia Union,USA Major League Soccer,22,Brandan Craig,Center Back,#34,73.2,159,55,69,"1,452"
216,Philadelphia Union,USA Major League Soccer,23,Chris Donovan,Striker,#25,72,163,54,63,"1,389"
216,Philadelphia Union,USA Major League Soccer,24,J. Rafanello,Striker,#66,73.2,170,54,61,"1,391"
216,Philadelphia Union,USA Major League Soccer,25,Abasa Aremeyaw,Center Back,#55,75.6,185,53,69,"1,278"
216,Philadelphia Union,USA Major League Soccer,26,Anton Sorenson,Left Back,#24,67.2,126,53,65,"1,331"
216,Philadelphia Union,USA Major League Soccer,27,Richard Odada,Center Back,#76,75.6,183,51,60,"1,374"
217,Hajduk Split,Croatian First Football League,1,Marko Livaja,Striker,#10,72,176,77,77,"1,997"
217,Hajduk Split,Croatian First Football League,2,Emir Sahiti,Right Midfielder,#77,70.8,143,73,76,"1,890"
217,Hajduk Split,Croatian First Football League,3,F. Krovinović,Center Attacking Midfielder,#23,61.2,154,73,74,"1,926"
217,Hajduk Split,Croatian First Football League,4,Stipe Biuk,Right Midfielder,#27,72,154,71,85,"1,720"
217,Hajduk Split,Croatian First Football League,5,C. Awaziem,Center Back,#25,74.4,170,71,75,"1,642"
217,Hajduk Split,Croatian First Football League,6,Josip Elez,Center Defensive Midfielder,#19,74.4,196,71,72,"1,829"
217,Hajduk Split,Croatian First Football League,7,Nikola Kalinić,Striker,#9,74.4,174,71,71,"1,748"
217,Hajduk Split,Croatian First Football League,8,Jani Atanasov,Center Midfielder,#20,72,170,70,77,"1,884"
217,Hajduk Split,Croatian First Football League,9,T. Borevković,Center Back,#5,76.8,190,70,74,"1,465"
217,Hajduk Split,Croatian First Football League,10,Dario Melnjak,Left Back,#17,61.2,161,70,70,"1,850"
217,Hajduk Split,Croatian First Football League,11,Jan Mlakar,Striker,#29,72,172,69,74,"1,642"
217,Hajduk Split,Croatian First Football League,12,Stefan Simič,Center Back,#8,74.4,174,69,71,"1,412"
217,Hajduk Split,Croatian First Football League,13,Dino Mikanović,Right Back,#24,70.8,154,69,69,"1,732"
217,Hajduk Split,Croatian First Football League,14,David Čolina,Left Back,#3,70.8,150,68,76,"1,665"
217,Hajduk Split,Croatian First Football League,15,Josip Vuković,Center Defensive Midfielder,#4,72,168,68,68,"1,714"
217,Hajduk Split,Croatian First Football League,16,Karlo Sentić,Goalkeeper,#30,76.8,181,67,79,"1,094"
217,Hajduk Split,Croatian First Football League,17,Anthony Kalik,Center Midfielder,#7,61.32,159,67,70,"1,845"
217,Hajduk Split,Croatian First Football League,18,Lukas Grgic,Center Back,#14,72,174,67,69,"1,704"
217,Hajduk Split,Croatian First Football League,19,Marco Fossati,Center Midfielder,#6,61.32,161,67,67,"1,872"
217,Hajduk Split,Croatian First Football League,20,G. Lovrencsics,Right Back,#26,61.2,165,67,67,"1,904"
217,Hajduk Split,Croatian First Football League,21,Samuel Eduok,Right Wing,#11,70.8,168,66,66,"1,733"
217,Hajduk Split,Croatian First Football League,22,K. Dimitrov,Center Back,#15,75.6,181,65,68,"1,415"
217,Hajduk Split,Croatian First Football League,23,D. Subašić,Goalkeeper,#1,75.6,185,64,64,"1,142"
217,Hajduk Split,Croatian First Football League,24,Dominik Prpić,Center Back,#31,74.4,172,63,78,"1,396"
217,Hajduk Split,Croatian First Football League,25,Ivan Šarić,Striker,#18,61.2,154,63,75,"1,557"
217,Hajduk Split,Croatian First Football League,26,Ivan Krolo,Center Defensive Midfielder,#22,74.4,168,59,76,"1,518"
218,Coventry City,English League Championship,1,V. Gyökeres,Striker,#17,74.4,190,75,80,"1,871"
218,Coventry City,English League Championship,2,Gustavo Hamer,Center Midfielder,#38,68.4,135,75,79,"2,104"
218,Coventry City,English League Championship,3,Ben Sheaf,Center Defensive Midfielder,#14,73.2,141,73,78,"1,842"
218,Coventry City,English League Championship,4,C. O'Hare,Right Midfielder,#10,69.6,143,73,78,"1,968"
218,Coventry City,English League Championship,5,Kyle McFadzean,Center Back,#5,73.2,187,71,71,"1,484"
218,Coventry City,English League Championship,6,Jake Bidwell,Left Wing Back,#27,72,176,71,71,"1,848"
218,Coventry City,English League Championship,7,Michael Rose,Center Back,#4,74.4,154,70,73,"1,697"
218,Coventry City,English League Championship,8,Jonathan Panzo,Center Back,#2,73.2,159,69,76,"1,729"
218,Coventry City,English League Championship,9,Kasey Palmer,Center Attacking Midfielder,#45,70.8,150,69,71,"1,860"
218,Coventry City,English League Championship,10,Fankaty Dabo,Right Wing Back,#23,61.32,168,69,70,"1,801"
218,Coventry City,English League Championship,11,Matt Godden,Striker,#24,61.32,163,69,69,"1,738"
218,Coventry City,English League Championship,12,Callum Doyle,Center Back,#3,74.4,187,68,81,"1,649"
218,Coventry City,English League Championship,13,Josh Eccles,Center Attacking Midfielder,#28,61.32,146,68,78,"1,770"
218,Coventry City,English League Championship,14,Jamie Allen,Right Wing Back,#8,68.4,146,68,68,"1,899"
218,Coventry City,English League Championship,15,Tyler Walker,Striker,#19,72,148,67,68,"1,722"
218,Coventry City,English League Championship,16,Todd Kane,Right Wing Back,#20,61.32,154,67,67,"1,749"
218,Coventry City,English League Championship,17,Simon Moore,Goalkeeper,#1,75.6,183,67,67,"1,240"
218,Coventry City,English League Championship,18,Ben Wilson,Goalkeeper,#13,75.6,168,67,67,"1,128"
218,Coventry City,English League Championship,19,Martyn Waghorn,Striker,#9,61.2,183,67,67,"1,767"
218,Coventry City,English League Championship,20,Liam Kelly,Center Defensive Midfielder,#6,74.4,194,66,66,"1,690"
218,Coventry City,English League Championship,21,Jack Burroughs,Left Wing Back,#32,74.4,176,64,75,"1,727"
218,Coventry City,English League Championship,22,Will Bapaga,Left Wing,#41,70.8,152,62,73,"1,534"
218,Coventry City,English League Championship,23,Marcel Hilßner,Right Wing,#51,72,176,62,62,"1,706"
218,Coventry City,English League Championship,24,Fábio Tavares,Striker,#30,61.32,154,61,72,"1,522"
218,Coventry City,English League Championship,25,Josh Reid,Left Back,#22,61.2,157,60,73,"1,561"
218,Coventry City,English League Championship,26,Ryan Howley,Center Defensive Midfielder,#36,72,163,59,79,"1,605"
218,Coventry City,English League Championship,27,Tom Billson,Goalkeeper,#31,75.6,174,59,69,917
218,Coventry City,English League Championship,28,Marco Rus,Right Midfielder,#43,61.2,152,57,72,"1,462"
218,Coventry City,English League Championship,29,G. Burroughs,Center Back,#42,75.6,181,55,72,"1,248"
218,Coventry City,English League Championship,30,Cian Tyler,Goalkeeper,#44,81.6,196,54,68,822
219,Preston North End,English League Championship,1,Freddie Woodman,Goalkeeper,#1,74.4,183,75,79,"1,191"
219,Preston North End,English League Championship,2,Ben Whiteman,Center Midfielder,#4,73.2,150,73,76,"1,973"
219,Preston North End,English League Championship,3,Liam Lindsay,Center Back,#6,75.6,196,72,75,"1,580"
219,Preston North End,English League Championship,4,Robbie Brady,Right Midfielder,#11,70.8,152,72,72,"2,001"
219,Preston North End,English League Championship,5,Alan Browne,Center Defensive Midfielder,#8,69.6,157,72,72,"2,062"
219,Preston North End,English League Championship,6,Jordan Storey,Center Back,#14,74.4,168,71,76,"1,540"
219,Preston North End,English League Championship,7,Ryan Ledson,Center Defensive Midfielder,#18,70.8,152,71,75,"1,888"
219,Preston North End,English League Championship,8,Álvaro Fernández,Left Midfielder,#2,73.2,143,70,82,"1,824"
219,Preston North End,English League Championship,9,Andrew Hughes,Center Back,#16,75.6,179,70,70,"1,745"
219,Preston North End,English League Championship,10,Daniel Johnson,Center Attacking Midfielder,#10,70.8,148,70,70,"1,898"
219,Preston North End,English League Championship,11,Brad Potts,Right Wing Back,#44,74.4,179,70,70,"1,934"
219,Preston North End,English League Championship,12,Ali McCann,Center Midfielder,#13,61.2,143,69,74,"1,860"
219,Preston North End,English League Championship,13,Emil Riis,Striker,#19,75.6,192,69,73,"1,667"
219,Preston North End,English League Championship,14,Ched Evans,Striker,#9,72,168,69,69,"1,782"
219,Preston North End,English League Championship,15,Greg Cunningham,Left Wing Back,#3,72,154,68,68,"1,789"
219,Preston North End,English League Championship,16,Patrick Bauer,Center Back,#5,76.8,194,68,68,"1,502"
219,Preston North End,English League Championship,17,Troy Parrott,Striker,#15,73.2,172,67,80,"1,793"
219,Preston North End,English League Championship,18,Sean Maguire,Right Wing,#24,70.8,150,67,67,"1,716"
219,Preston North End,English League Championship,19,Ben Woodburn,Center Attacking Midfielder,#20,70.8,159,66,73,"1,620"
219,Preston North End,English League Championship,20,Bambo Diaby,Center Back,#23,74.4,194,66,69,"1,582"
219,Preston North End,English League Championship,21,Matt Olosunde,Right Wing Back,#22,73.2,159,65,68,"1,666"
219,Preston North End,English League Championship,22,David Cornell,Goalkeeper,#25,74.4,174,64,64,"1,064"
219,Preston North End,English League Championship,23,M. O'Neill,Center Attacking Midfielder,#39,72,154,57,76,"1,450"
219,Preston North End,English League Championship,24,Jacob Slater,Left Wing Back,#31,61.2,154,56,76,"1,432"
219,Preston North End,English League Championship,25,Dana Amaral,Right Back,#30,73.2,159,55,68,"1,433"
219,Preston North End,English League Championship,26,Lewis Leigh,Center Attacking Midfielder,#32,69.6,148,54,74,"1,458"
219,Preston North End,English League Championship,27,James Pradic,Goalkeeper,#38,75.6,172,53,75,849
220,Club Atlético Independiente,Argentina Primera División,1,Lucas Romero,Center Defensive Midfielder,#29,67.2,154,76,76,"2,060"
220,Club Atlético Independiente,Argentina Primera División,2,Sergio Barreto,Center Back,#24,72,170,74,79,"1,643"
220,Club Atlético Independiente,Argentina Primera División,3,Sebastián Sosa,Goalkeeper,,72,174,74,74,"1,293"
220,Club Atlético Independiente,Argentina Primera División,4,Iván Marcone,Center Defensive Midfielder,#23,72,174,74,74,"1,905"
220,Club Atlético Independiente,Argentina Primera División,5,Alan Soñora,Center Attacking Midfielder,#10,68.4,143,73,78,"2,003"
220,Club Atlético Independiente,Argentina Primera División,6,D. Batallini,Right Midfielder,#8,70.8,170,73,74,"1,931"
220,Club Atlético Independiente,Argentina Primera División,7,Juan Cazares,Center Attacking Midfielder,#43,68.4,154,73,73,"1,754"
220,Club Atlético Independiente,Argentina Primera División,8,J. Insaurralde,Center Back,#33,74.4,192,72,72,"1,769"
220,Club Atlético Independiente,Argentina Primera División,9,L. Fernández,Right Wing,#9,70.8,163,72,72,"1,909"
220,Club Atlético Independiente,Argentina Primera División,10,F. Ferreyra,Striker,#16,73.2,168,72,72,"1,724"
220,Club Atlético Independiente,Argentina Primera División,11,Tomás Pozzo,Center Attacking Midfielder,#35,67.2,150,71,78,"1,770"
220,Club Atlético Independiente,Argentina Primera División,12,Milton Álvarez,Goalkeeper,#13,73.2,190,71,71,"1,103"
220,Club Atlético Independiente,Argentina Primera División,13,Alex Vigo,Right Midfielder,#28,70.8,163,70,75,"1,898"
220,Club Atlético Independiente,Argentina Primera División,14,Joaquín Laso,Center Back,#2,73.2,174,70,70,"1,654"
220,Club Atlético Independiente,Argentina Primera División,15,Leandro Benegas,Striker,#18,61.32,179,70,70,"1,825"
220,Club Atlético Independiente,Argentina Primera División,16,Lucas González,Center Attacking Midfielder,#14,68.4,150,69,76,"1,860"
220,Club Atlético Independiente,Argentina Primera División,17,R. Márquez,Center Attacking Midfielder,#20,61.2,168,69,75,"1,698"
220,Club Atlético Independiente,Argentina Primera División,18,Gabriel Hachen,Center Attacking Midfielder,#19,67.2,143,69,69,"1,908"
220,Club Atlético Independiente,Argentina Primera División,19,Edgar Elizalde,Center Back,#4,61.2,172,68,75,"1,645"
220,Club Atlético Independiente,Argentina Primera División,20,L. Rodríguez,Left Back,#5,68.4,150,68,68,"1,874"
220,Club Atlético Independiente,Argentina Primera División,21,Gonzalo Asís,Right Back,#34,70.8,143,67,67,"1,750"
220,Club Atlético Independiente,Argentina Primera División,22,J. Vallejo,Center Attacking Midfielder,#36,68.4,152,66,81,"1,682"
220,Club Atlético Independiente,Argentina Primera División,23,Renzo Bacchia,Goalkeeper,#12,73.2,176,65,70,"1,019"
220,Club Atlético Independiente,Argentina Primera División,24,S. Ortíz,Center Defensive Midfielder,#37,69.6,170,64,75,"1,638"
220,Club Atlético Independiente,Argentina Primera División,25,P. Ostachuk,Center Back,#31,61.32,168,64,70,"1,700"
220,Club Atlético Independiente,Argentina Primera División,26,Julián Romero,Center Attacking Midfielder,#44,61.2,161,62,74,"1,653"
220,Club Atlético Independiente,Argentina Primera División,27,E. Franco,Left Back,#46,68.4,170,61,73,"1,589"
220,Club Atlético Independiente,Argentina Primera División,28,Ramiro Lobo,Center Attacking Midfielder,#39,68.4,150,61,73,"1,531"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,1,Magomed Ozdoev,Center Defensive Midfielder,#27,72,172,76,76,"2,071"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,2,Mbaye Diagne,Striker,#9,75.6,190,75,75,"1,698"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,3,Caner Erkin,Center Attacking Midfielder,#88,61.32,159,72,72,"2,078"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,4,J. Kouassi,Left Wing,#70,61.32,181,72,72,"1,828"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,5,Matteo Ricci,Center Midfielder,#8,70.8,150,71,71,"1,957"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,6,Otabek Shukurov,Center Midfielder,#29,72,170,70,73,"1,926"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,7,Steven Caulker,Center Back,#44,75.6,168,70,70,"1,567"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,8,Davide Biraschi,Center Back,#4,72,170,70,70,"1,724"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,9,E. Viviano,Goalkeeper,#2,78,198,69,69,"1,109"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,10,I. Drešević,Center Defensive Midfielder,#5,73.2,179,68,73,"1,723"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,11,Jimmy Durmaz,Center Attacking Midfielder,#21,61.32,152,68,68,"1,846"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,12,Kerim Frei,Left Wing,#11,68.4,154,68,68,"1,742"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,13,Ebrima Colley,Striker,#19,72,165,67,74,"1,651"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,14,Batuhan Şen,Goalkeeper,#1,76.8,179,67,74,916
221,Fatih Karagümrük S.K.,Turkish Süper Lig,15,C. Kazim-Richards,Striker,#13,74.4,209,67,67,"1,760"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,16,Burak Kapacak,Right Midfielder,#22,61.32,157,65,71,"1,715"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,17,Levent Mercan,Center Attacking Midfielder,#18,70.8,152,64,72,"1,784"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,18,Adnan Ugur,Center Attacking Midfielder,#77,70.8,150,64,72,"1,809"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,19,Salih Dursun,Center Back,#54,74.4,174,64,64,"1,637"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,20,Efe Tatlı,Center Midfielder,#14,61.32,159,63,70,"1,724"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,21,Rayyan Baniya,Center Back,#99,76.8,185,63,69,"1,347"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,22,B. Bekaroğlu,Center Back,#86,73.2,172,63,67,"1,412"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,23,Emir Tintiş,Left Back,#3,74.4,170,60,71,"1,639"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,24,Samed Onur,Center Attacking Midfielder,#32,70.8,148,60,71,"1,549"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,25,L. Nicholas,Center Attacking Midfielder,#24,74.4,176,60,70,"1,700"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,26,Yusuf Erdoğan,Center Defensive Midfielder,#76,70.8,157,56,65,"1,616"
221,Fatih Karagümrük S.K.,Turkish Süper Lig,27,M. Kablan,Goalkeeper,#23,76.8,190,55,65,839
222,Stoke City,English League Championship,1,Harry Souttar,Center Back,#5,80.4,174,73,77,"1,523"
222,Stoke City,English League Championship,2,Ben Wilmot,Center Back,#16,74.4,176,72,77,"1,644"
222,Stoke City,English League Championship,3,O. Etebo,Center Defensive Midfielder,#30,70.8,154,72,74,"2,033"
222,Stoke City,English League Championship,4,Lewis Baker,Center Midfielder,#8,72,159,72,72,"2,015"
222,Stoke City,English League Championship,5,Jacob Brown,Striker,#9,72,159,70,75,"1,850"
222,Stoke City,English League Championship,6,Tyrese Campbell,Striker,#10,72,165,70,74,"1,759"
222,Stoke City,English League Championship,7,Josh Tymon,Left Wing Back,#14,61.32,165,70,74,"1,829"
222,Stoke City,English League Championship,8,Josh Laurent,Center Back,#28,74.4,168,70,71,"1,919"
222,Stoke City,English League Championship,9,Dwight Gayle,Striker,#11,70.8,172,70,70,"1,730"
222,Stoke City,English League Championship,10,Aden Flint,Center Back,#4,79.2,183,70,70,"1,481"
222,Stoke City,English League Championship,11,Nick Powell,Center Attacking Midfielder,#25,72,143,70,70,"1,942"
222,Stoke City,English League Championship,12,Phil Jagielka,Center Back,#6,61.32,192,69,69,"1,690"
